subject,target_location,delay,trial,End_Center_X,End_Center_Y,Target_Center_X,Target_Center_Y,Initial_X,Initial_Y,Total_Time
sub3,midTopRight,150,61,1061.1429443359375,216.85714721679688,1062.0179452896118,220.1696481704712,727.7142953872681,394.57144260406494,1461
sub3,midBottomRight,150,73,1062.857177734375,567.7142944335938,1062.0179452896118,568.9732675552368,727.7142953872681,394.57144260406494,1360
sub3,cornerTopRight,100,6,1403.4285888671875,34.571441650390625,1411.3215341567993,30.776787757873535,727.7142953872681,394.57144260406494,1068
sub3,cornerTopRight,200,33,1410.857177734375,32.857147216796875,1411.3215341567993,30.776787757873535,727.7142953872681,394.57144260406494,1748
sub3,cornerTopLeft,250,59,43.42857360839844,28.857149124145508,44.107144355773926,30.776787757873535,727.7142953872681,394.57144260406494,1584
sub3,midTopRight,200,15,1062.285888671875,214.5714569091797,1062.0179452896118,220.1696481704712,727.7142953872681,394.57144260406494,1084
sub3,cornerTopRight,150,79,1425.14306640625,8.857147216796875,1411.3215341567993,30.776787757873535,727.7142953872681,394.57144260406494,1593
sub3,cornerBottomRight,150,7,1421.71435546875,760.857177734375,1411.3215341567993,758.3660898208618,727.7142953872681,394.57144260406494,1250
sub3,midBottomRight,250,23,1056,571.7142944335938,1062.0179452896118,568.9732675552368,727.7142953872681,394.57144260406494,1001
sub3,cornerTopLeft,100,12,56.00000762939453,34,44.107144355773926,30.776787757873535,727.7142953872681,394.57144260406494,1163
sub3,cornerTopLeft,150,37,29.71428680419922,24.285722732543945,44.107144355773926,30.776787757873535,727.7142953872681,394.57144260406494,1667
sub3,cornerTopLeft,250,17,46.28572082519531,39.71429443359375,44.107144355773926,30.776787757873535,727.7142953872681,394.57144260406494,1430
sub3,cornerTopLeft,100,60,36.57143020629883,25.42857551574707,44.107144355773926,30.776787757873535,727.7142953872681,394.57144260406494,1401
sub3,cornerTopRight,200,3,1411.4285888671875,35.71429443359375,1411.3215341567993,30.776787757873535,727.7142953872681,394.57144260406494,1997
sub3,midTopLeft,150,13,379.4285888671875,215.1428985595703,393.4107370376587,220.1696481704712,727.7142953872681,394.57144260406494,993
sub3,cornerBottomRight,0,28,1407.4285888671875,756.2858276367188,1411.3215341567993,758.3660898208618,727.7142953872681,394.57144260406494,1140
sub3,midBottomRight,0,52,1061.71435546875,573.4285888671875,1062.0179452896118,568.9732675552368,727.7142953872681,394.57144260406494,866
sub3,midTopLeft,100,36,393.1429138183594,223.71429443359375,393.4107370376587,220.1696481704712,727.7142953872681,394.57144260406494,1431
sub3,cornerBottomLeft,250,5,30.85714340209961,770.571533203125,44.107144355773926,758.3660898208618,727.7142953872681,394.57144260406494,1544
sub3,midTopLeft,50,8,395.4285888671875,213.42860412597656,393.4107370376587,220.1696481704712,727.7142953872681,394.57144260406494,934
sub3,midTopRight,50,62,1061.71435546875,227.1428985595703,1062.0179452896118,220.1696481704712,727.7142953872681,394.57144260406494,1078
sub3,midBottomRight,100,24,1056,567.7142944335938,1062.0179452896118,568.9732675552368,727.7142953872681,394.57144260406494,930
sub3,midBottomRight,50,74,1056.5716552734375,569.4285888671875,1062.0179452896118,568.9732675552368,727.7142953872681,394.57144260406494,939
sub3,midTopLeft,250,41,724.571533203125,387.71429443359375,393.4107370376587,220.1696481704712,727.7142953872681,394.57144260406494,1509
sub3,cornerBottomLeft,100,54,46.85714340209961,752.2858276367188,44.107144355773926,758.3660898208618,727.7142953872681,394.57144260406494,1699
sub3,midBottomLeft,200,63,381.1429138183594,571.1429443359375,393.4107370376587,568.9732675552368,727.7142953872681,394.57144260406494,1158
sub3,cornerTopLeft,150,55,39.42857360839844,35.14286804199219,44.107144355773926,30.776787757873535,727.7142953872681,394.57144260406494,1486
sub3,midTopRight,0,58,1054.285888671875,227.71429443359375,1062.0179452896118,220.1696481704712,727.7142953872681,394.57144260406494,814
sub3,midTopRight,250,47,1058.285888671875,224.28573608398438,1062.0179452896118,220.1696481704712,727.7142953872681,394.57144260406494,1542
sub3,cornerBottomRight,250,35,1412.5716552734375,758.0001220703125,1411.3215341567993,758.3660898208618,727.7142953872681,394.57144260406494,2267
sub3,cornerTopLeft,0,4,51.42857360839844,31.714296340942383,44.107144355773926,30.776787757873535,727.7142953872681,394.57144260406494,1010
sub3,cornerBottomRight,150,43,1412.5716552734375,763.7142944335938,1411.3215341567993,758.3660898208618,727.7142953872681,394.57144260406494,1466
sub3,midBottomRight,0,70,1054.857177734375,576.857177734375,1062.0179452896118,568.9732675552368,727.7142953872681,394.57144260406494,1269
sub3,cornerBottomRight,250,11,1417.14306640625,763.7142944335938,1411.3215341567993,758.3660898208618,727.7142953872681,394.57144260406494,1389
sub3,cornerTopRight,200,75,1412.000244140625,39.71429443359375,1411.3215341567993,30.776787757873535,727.7142953872681,394.57144260406494,1645
sub3,midBottomRight,50,56,1066.857177734375,571.1429443359375,1062.0179452896118,568.9732675552368,727.7142953872681,394.57144260406494,966
sub3,midTopLeft,0,46,395.4285888671875,218.5714569091797,393.4107370376587,220.1696481704712,727.7142953872681,394.57144260406494,1253
sub3,midTopRight,200,51,1058.857177734375,213.42860412597656,1062.0179452896118,220.1696481704712,727.7142953872681,394.57144260406494,1278
sub3,cornerTopRight,100,18,1422.2857666015625,26.000009536743164,1411.3215341567993,30.776787757873535,727.7142953872681,394.57144260406494,962
sub3,midBottomLeft,150,31,382.8571472167969,567.7142944335938,393.4107370376587,568.9732675552368,727.7142953872681,394.57144260406494,1163
sub3,cornerBottomRight,0,34,1403.4285888671875,758.571533203125,1411.3215341567993,758.3660898208618,727.7142953872681,394.57144260406494,1195
sub3,cornerBottomRight,100,48,1411.4285888671875,755.7142944335938,1411.3215341567993,758.3660898208618,727.7142953872681,394.57144260406494,1535
sub3,midTopRight,250,71,1060.5716552734375,222.00001525878906,1062.0179452896118,220.1696481704712,727.7142953872681,394.57144260406494,1643
sub3,cornerBottomRight,50,20,1416.5716552734375,763.7142944335938,1411.3215341567993,758.3660898208618,727.7142953872681,394.57144260406494,979
sub3,midTopLeft,50,50,398.2857666015625,218.5714569091797,393.4107370376587,220.1696481704712,727.7142953872681,394.57144260406494,1345
sub3,cornerBottomLeft,0,16,34.28571701049805,747.7142944335938,44.107144355773926,758.3660898208618,727.7142953872681,394.57144260406494,1016
