subject,target_location,delay,trial,End_Center_X,End_Center_Y,Target_Center_X,Target_Center_Y,Initial_X,Initial_Y,Total_Time
sub5,cornerTopRight,250,13,1174.2857666015625,236.85714721679688,1411.3215341567993,30.937501907348633,727.7142953872681,398.57144260406494,987
sub5,cornerBottomRight,150,2,1419.4285888671875,782.571533203125,1403.8929452896118,766.2053842544556,727.7142953872681,398.57144260406494,2213
sub5,cornerBottomRight,50,65,1413.14306640625,768.2858276367188,1411.3215341567993,766.2053842544556,727.7142953872681,398.57144260406494,1359
sub5,cornerTopLeft,50,11,42.85714340209961,32.28572082519531,44.107144355773926,30.937501907348633,727.7142953872681,398.57144260406494,1286
sub5,cornerBottomRight,0,75,1417.14306640625,762.0001220703125,1411.3215341567993,766.2053842544556,727.7142953872681,398.57144260406494,1245
sub5,cornerBottomRight,200,48,1422.857177734375,781.4285888671875,1411.3215341567993,766.2053842544556,727.7142953872681,398.57144260406494,1524
sub5,midBottomRight,250,25,1024,460.8572082519531,1062.0179452896118,574.8928842544556,727.7142953872681,398.57144260406494,868
sub5,midTopLeft,0,39,394.2857666015625,227.1428985595703,393.4107370376587,222.25001621246338,727.7142953872681,398.57144260406494,1075
sub5,midTopRight,250,7,1061.1429443359375,218.5714569091797,1062.0179452896118,222.25001621246338,727.7142953872681,398.57144260406494,1057
sub5,cornerBottomLeft,50,71,37.14286422729492,771.1428833007812,44.107144355773926,766.2053842544556,727.7142953872681,398.57144260406494,1545
sub5,midBottomLeft,250,19,395.4285888671875,575.1429443359375,393.4107370376587,574.8928842544556,727.7142953872681,398.57144260406494,3204
sub5,cornerBottomRight,50,77,1411.4285888671875,767.7142944335938,1411.3215341567993,766.2053842544556,727.7142953872681,398.57144260406494,1318
sub5,cornerBottomRight,250,55,1411.4285888671875,779.1428833007812,1411.3215341567993,766.2053842544556,727.7142953872681,398.57144260406494,1614
sub5,cornerTopLeft,150,20,44.00000762939453,28.857149124145508,44.107144355773926,30.937501907348633,727.7142953872681,398.57144260406494,1937
sub5,midTopLeft,250,31,397.1429138183594,227.1428985595703,393.4107370376587,222.25001621246338,727.7142953872681,398.57144260406494,1404
sub5,cornerTopLeft,0,33,44.00000762939453,37.42857360839844,44.107144355773926,30.937501907348633,727.7142953872681,398.57144260406494,1235
sub5,midBottomRight,200,12,1062.285888671875,575.7142944335938,1062.0179452896118,574.8928842544556,727.7142953872681,398.57144260406494,967
sub5,cornerBottomLeft,0,57,49.71428680419922,760.857177734375,44.107144355773926,766.2053842544556,727.7142953872681,398.57144260406494,1128
sub5,midTopRight,250,1,1065.1429443359375,220.85714721679688,1062.0179452896118,222.25001621246338,727.7142953872681,398.57144260406494,1748
sub5,cornerBottomLeft,150,38,19.428571701049805,771.1428833007812,44.107144355773926,766.2053842544556,727.7142953872681,398.57144260406494,1501
sub5,midTopLeft,250,43,398.8571472167969,219.1428985595703,393.4107370376587,222.25001621246338,727.7142953872681,398.57144260406494,1336
sub5,cornerBottomLeft,50,29,37.14286422729492,766.571533203125,44.107144355773926,766.2053842544556,727.7142953872681,398.57144260406494,1533
sub5,midBottomLeft,100,34,398.2857666015625,561.4285888671875,393.4107370376587,574.8928842544556,727.7142953872681,398.57144260406494,1011
sub5,cornerBottomLeft,150,74,42.28572082519531,768.857177734375,44.107144355773926,766.2053842544556,727.7142953872681,398.57144260406494,2284
sub5,cornerTopRight,0,3,1394.857177734375,41.42857360839844,1411.3215341567993,30.937501907348633,727.7142953872681,398.57144260406494,1335
sub5,cornerTopRight,200,42,1418.857177734375,31.714296340942383,1411.3215341567993,30.937501907348633,727.7142953872681,398.57144260406494,2043
sub5,cornerTopRight,100,10,1393.14306640625,55.14286804199219,1411.3215341567993,30.937501907348633,727.7142953872681,398.57144260406494,1391
