subject,target_location,delay,trial,End_Center_X,End_Center_Y,Target_Center_X,Target_Center_Y,Initial_X,Initial_Y,Total_Time
sub6,cornerBottomLeft,50,63,38.28572082519531,890.857177734375,44.26785945892334,882.1250619888306,731.7142953872681,457.71429538726807,1197
sub6,midBottomLeft,0,49,396.00006103515625,662.2858276367188,395.4910898208618,662.4196786880493,731.7142953872681,457.71429538726807,680
sub6,cornerTopRight,0,13,1424.5716552734375,40,1419.1607675552368,33.30357265472412,731.7142953872681,457.71429538726807,1253
sub6,midTopRight,200,38,1094.285888671875,245.14288330078125,1067.9375009536743,253.00894260406494,731.7142953872681,457.71429538726807,1140
sub6,midTopRight,200,8,1069.71435546875,250.85714721679688,1067.9375009536743,253.00894260406494,731.7142953872681,457.71429538726807,2150
sub6,midBottomLeft,150,64,384.5714416503906,670.2858276367188,395.4910898208618,662.4196786880493,731.7142953872681,457.71429538726807,1159
sub6,cornerTopLeft,100,17,44.57143020629883,31.42857551574707,44.26785945892334,33.30357265472412,731.7142953872681,457.71429538726807,1509
sub6,cornerTopRight,250,12,1462.2857666015625,0,1411.7321786880493,33.30357265472412,731.7142953872681,457.71429538726807,1296
sub6,cornerBottomLeft,150,4,22.285715103149414,901.7144165039062,36.839287757873535,882.1250619888306,731.7142953872681,457.71429538726807,1688
sub6,midBottomRight,0,19,1072.5716552734375,662.857177734375,1067.9375009536743,662.4196786880493,731.7142953872681,457.71429538726807,791
sub6,cornerBottomLeft,200,74,40.57143020629883,881.1428833007812,44.26785945892334,882.1250619888306,731.7142953872681,457.71429538726807,1155
sub6,cornerBottomLeft,50,3,33.14286422729492,895.4285888671875,44.26785945892334,882.1250619888306,731.7142953872681,457.71429538726807,1599
sub6,cornerTopLeft,250,0,50.85714340209961,22.285715103149414,44.26785945892334,33.30357265472412,731.7142953872681,457.71429538726807,2129
sub6,midBottomRight,200,14,1068,667.4285888671875,1067.9375009536743,662.4196786880493,731.7142953872681,457.71429538726807,1391
sub6,midTopRight,100,41,1071.4285888671875,257.71429443359375,1067.9375009536743,253.00894260406494,731.7142953872681,457.71429538726807,1059
sub6,midTopLeft,0,7,400.5714416503906,253.71429443359375,395.4910898208618,253.00894260406494,731.7142953872681,457.71429538726807,1145
sub6,midBottomRight,100,47,1072,665.7142944335938,1067.9375009536743,662.4196786880493,731.7142953872681,457.71429538726807,1065
sub6,cornerBottomLeft,50,75,36,888.0001220703125,44.26785945892334,882.1250619888306,731.7142953872681,457.71429538726807,1060
sub6,midTopLeft,250,36,377.1429138183594,236.5714569091797,395.4910898208618,253.00894260406494,731.7142953872681,457.71429538726807,1067
sub6,cornerBottomRight,250,54,1429.14306640625,887.4285888671875,1419.1607675552368,882.1250619888306,731.7142953872681,457.71429538726807,1811
sub6,midTopRight,50,39,1073.1429443359375,252.5714569091797,1067.9375009536743,253.00894260406494,731.7142953872681,457.71429538726807,882
sub6,cornerBottomRight,0,1,1419.4285888671875,884.0001220703125,1419.1607675552368,882.1250619888306,731.7142953872681,457.71429538726807,1233
sub6,cornerTopLeft,50,15,42.85714340209961,24.000003814697266,44.26785945892334,33.30357265472412,731.7142953872681,457.71429538726807,1380
