Type,X,Y,Timestamp
start,725.1428833007812,398.00006103515625,1732861579948
move,725.1428833007812,396.8572082519531,1732861579963
move,725.7142944335938,396.2857666015625,1732861579973
move,726.2858276367188,394.5714416503906,1732861579990
move,730.857177734375,392.8572082519531,1732861580006
move,740.0001220703125,390.5714416503906,1732861580023
move,753.1428833007812,388.8572082519531,1732861580040
move,766.857177734375,387.71429443359375,1732861580056
move,781.7142944335938,386.5714416503906,1732861580073
move,797.1428833007812,386.00006103515625,1732861580090
move,814.857177734375,385.4285888671875,1732861580106
move,833.7142944335938,385.4285888671875,1732861580123
move,854.2858276367188,387.1429138183594,1732861580140
move,874.857177734375,390.00006103515625,1732861580156
move,895.4285888671875,393.4285888671875,1732861580173
move,915.4285888671876,398.5714416503906,1732861580190
move,934.857177734375,405.4285888671875,1732861580206
move,952.0001220703124,412.8572082519531,1732861580223
move,966.857177734375,422.0000305175781,1732861580240
move,980.571533203125,431.1429138183594,1732861580256
move,993.1428833007812,440.8572082519531,1732861580273
move,1004.571533203125,451.1429138183594,1732861580290
move,1014.2858276367188,460.8572082519531,1732861580306
move,1021.7144165039062,470.5714721679687,1732861580323
move,1028.5716552734375,480.2857971191406,1732861580340
move,1034.285888671875,488.8572082519531,1732861580356
move,1040.0,498.0000305175781,1732861580373
move,1045.71435546875,505.4285888671875,1732861580390
move,1049.71435546875,512.2858276367188,1732861580406
move,1053.1429443359375,518.0,1732861580423
move,1056.0,523.1429443359375,1732861580440
move,1058.285888671875,528.2858276367188,1732861580456
move,1060.5716552734375,532.2858276367188,1732861580473
move,1062.285888671875,535.7142944335938,1732861580490
move,1064.5716552734375,539.1429443359375,1732861580506
move,1066.857177734375,542.5714721679688,1732861580523
move,1069.1429443359375,546.0,1732861580540
move,1070.857177734375,548.857177734375,1732861580556
move,1072.0,551.1429443359375,1732861580573
move,1072.5716552734375,552.857177734375,1732861580590
move,1073.1429443359375,555.1429443359375,1732861580606
move,1073.1429443359375,556.2858276367188,1732861580623
move,1073.1429443359375,558.0,1732861580640
move,1072.0,560.2858276367188,1732861580656
move,1071.4285888671875,561.4285888671875,1732861580673
move,1070.285888671875,563.1429443359375,1732861580690
move,1069.1429443359375,564.857177734375,1732861580706
move,1068.0,566.0,1732861580723
move,1066.285888671875,567.1429443359375,1732861580740
move,1065.71435546875,568.2858276367188,1732861580757
move,1064.5716552734375,569.4285888671875,1732861580773
move,1064.5716552734375,570.5714721679688,1732861580790
move,1064.5716552734375,571.1429443359375,1732861580806
move,1064.5716552734375,572.2858276367188,1732861580823
move,1065.71435546875,574.0,1732861580840
move,1066.857177734375,575.7142944335938,1732861580856
move,1068.0,577.4285888671875,1732861580873
move,1068.5716552734375,578.5714721679688,1732861580890
move,1069.71435546875,579.7142944335938,1732861580902
end,1069.71435546875,579.7142944335938,1732861580902
