subject,target_location,delay,trial,End_Center_X,End_Center_Y,Target_Center_X,Target_Center_Y,Initial_X,Initial_Y,Total_Time
sub2,midBottomRight,0,8,1072.5716552734375,580.2858276367188,1062.0179452896118,568.9732675552368,727.7142953872681,394.57144260406494,480
sub2,midBottomLeft,50,18,393.71429443359375,569.4285888671875,393.4107370376587,568.9732675552368,727.7142953872681,394.57144260406494,697
sub2,cornerBottomLeft,150,15,40.00000762939453,760.2858276367188,44.107144355773926,758.3660898208618,727.7142953872681,394.57144260406494,985
sub2,cornerBottomLeft,250,46,41.14286422729492,756.857177734375,44.107144355773926,758.3660898208618,727.7142953872681,394.57144260406494,1555
sub2,midBottomLeft,100,55,386.8571472167969,563.7142944335938,393.4107370376587,568.9732675552368,727.7142953872681,394.57144260406494,1381
sub2,cornerTopRight,100,67,1409.14306640625,36.857147216796875,1411.3215341567993,30.776787757873535,727.7142953872681,394.57144260406494,2028
sub2,midBottomLeft,200,11,394.2857666015625,577.4285888671875,393.4107370376587,568.9732675552368,727.7142953872681,394.57144260406494,927
sub2,midTopRight,100,79,1052,227.71429443359375,1062.0179452896118,220.1696481704712,727.7142953872681,394.57144260406494,663
sub2,cornerTopLeft,150,21,30.85714340209961,27.14286231994629,44.107144355773926,30.776787757873535,727.7142953872681,394.57144260406494,923
sub2,midTopRight,0,38,1060,225.42860412597656,1062.0179452896118,220.1696481704712,727.7142953872681,394.57144260406494,539
sub2,midBottomRight,0,20,1045.71435546875,569.4285888671875,1062.0179452896118,568.9732675552368,727.7142953872681,394.57144260406494,671
sub2,cornerBottomLeft,100,37,45.71428680419922,759.7142944335938,44.107144355773926,758.3660898208618,727.7142953872681,394.57144260406494,829
sub2,midBottomRight,250,34,1059.4285888671875,569.4285888671875,1062.0179452896118,568.9732675552368,727.7142953872681,394.57144260406494,864
sub2,cornerTopRight,250,28,1405.14306640625,29.42857551574707,1411.3215341567993,30.776787757873535,727.7142953872681,394.57144260406494,2487
sub2,cornerBottomLeft,250,40,51.42857360839844,750.0001220703125,44.107144355773926,758.3660898208618,727.7142953872681,394.57144260406494,1308
sub2,cornerTopLeft,250,58,30.285717010498047,31.14286994934082,44.107144355773926,30.776787757873535,727.7142953872681,394.57144260406494,1380
sub2,cornerBottomLeft,150,63,45.71428680419922,754.571533203125,44.107144355773926,758.3660898208618,727.7142953872681,394.57144260406494,1169
sub2,cornerTopRight,200,41,1421.71435546875,28.285722732543945,1411.3215341567993,30.776787757873535,727.7142953872681,394.57144260406494,1277
sub2,cornerBottomLeft,200,29,42.85714340209961,752.857177734375,44.107144355773926,758.3660898208618,727.7142953872681,394.57144260406494,1435
sub2,cornerBottomRight,50,12,1427.4285888671875,770.0001220703125,1411.3215341567993,758.3660898208618,727.7142953872681,394.57144260406494,977
sub2,cornerTopLeft,0,68,46.85714340209961,30.571443557739258,44.107144355773926,30.776787757873535,727.7142953872681,394.57144260406494,816
sub2,cornerTopRight,100,13,1407.4285888671875,33.42857360839844,1411.3215341567993,30.776787757873535,727.7142953872681,394.57144260406494,983
sub2,cornerTopLeft,250,16,46.85714340209961,32.28572082519531,44.107144355773926,30.776787757873535,727.7142953872681,394.57144260406494,1122
sub2,cornerBottomRight,150,75,1407.4285888671875,754.0001220703125,1411.3215341567993,758.3660898208618,727.7142953872681,394.57144260406494,1050
sub2,cornerBottomLeft,200,17,38.85714340209961,756.857177734375,44.107144355773926,758.3660898208618,727.7142953872681,394.57144260406494,1253
sub2,midTopLeft,50,48,402.2857666015625,217.42860412597656,393.4107370376587,220.1696481704712,727.7142953872681,394.57144260406494,644
sub2,midTopRight,200,59,1054.857177734375,224.28573608398438,1062.0179452896118,220.1696481704712,727.7142953872681,394.57144260406494,1009
sub2,midTopRight,200,65,1058.857177734375,220.85714721679688,1062.0179452896118,220.1696481704712,727.7142953872681,394.57144260406494,1054
sub2,cornerTopLeft,0,2,45.14286422729492,30.571443557739258,44.107144355773926,30.776787757873535,727.7142953872681,394.57144260406494,555
sub2,midTopRight,200,71,1058.285888671875,228.85714721679688,1062.0179452896118,220.1696481704712,727.7142953872681,394.57144260406494,1057
sub2,cornerBottomLeft,0,32,48.57143020629883,732.2858276367188,44.107144355773926,758.3660898208618,727.7142953872681,394.57144260406494,850
sub2,midBottomLeft,100,25,396.00006103515625,563.1429443359375,393.4107370376587,568.9732675552368,727.7142953872681,394.57144260406494,795
sub2,cornerTopRight,0,62,1405.71435546875,35.71429443359375,1411.3215341567993,30.776787757873535,727.7142953872681,394.57144260406494,960
sub2,midBottomLeft,250,52,398.8571472167969,567.7142944335938,393.4107370376587,568.9732675552368,727.7142953872681,394.57144260406494,910
sub2,cornerTopRight,200,5,1416.000244140625,21.42857551574707,1411.3215341567993,30.776787757873535,727.7142953872681,394.57144260406494,1244
sub2,cornerTopLeft,150,57,52.57143020629883,32.857147216796875,44.107144355773926,30.776787757873535,727.7142953872681,394.57144260406494,1019
sub2,cornerTopLeft,50,60,61.71428680419922,41.42857360839844,44.107144355773926,30.776787757873535,727.7142953872681,394.57144260406494,855
sub2,midTopLeft,200,77,416.00006103515625,211.1428985595703,393.4107370376587,220.1696481704712,727.7142953872681,394.57144260406494,683
sub2,midTopLeft,100,19,378.8571472167969,213.42860412597656,393.4107370376587,220.1696481704712,727.7142953872681,394.57144260406494,727
sub2,midTopLeft,50,66,392.5714416503906,212.85714721679688,393.4107370376587,220.1696481704712,727.7142953872681,394.57144260406494,1025
