Type,X,Y,Timestamp
start,729.7142944335938,397.4285888671875,1732861494291
move,730.2858276367188,398.5714416503906,1732861494474
move,730.2858276367188,399.1429138183594,1732861494482
move,730.857177734375,400.2857666015625,1732861494498
move,730.857177734375,403.1429138183594,1732861494514
move,731.4285888671875,406.5714416503906,1732861494531
move,731.4285888671875,411.1429138183594,1732861494548
move,730.857177734375,416.8572082519531,1732861494564
move,729.7142944335938,424.2857971191406,1732861494581
move,728.571533203125,431.71429443359375,1732861494598
move,726.2858276367188,439.71429443359375,1732861494614
move,722.857177734375,448.8572082519531,1732861494631
move,716.571533203125,458.5714721679687,1732861494648
move,709.1428833007812,468.8572082519531,1732861494664
move,696.571533203125,480.2857971191406,1732861494681
move,684.0001220703125,491.71429443359375,1732861494698
move,668.571533203125,502.5714721679687,1732861494714
move,652.0,512.857177734375,1732861494731
move,633.7142944335938,522.5714721679688,1732861494748
move,615.4285888671875,531.7142944335938,1732861494764
move,597.1428833007812,539.7142944335938,1732861494781
move,579.4285888671875,547.1429443359375,1732861494798
move,564.0,551.7142944335938,1732861494814
move,549.1429443359375,555.7142944335938,1732861494831
move,536.0,559.1429443359375,1732861494848
move,524.5714721679688,561.4285888671875,1732861494864
move,512.0,564.2858276367188,1732861494881
move,501.71429443359375,566.5714721679688,1732861494898
move,490.8572082519531,568.2858276367188,1732861494914
move,480.5714416503906,570.5714721679688,1732861494931
move,470.2857666015625,572.2858276367188,1732861494948
move,461.1429138183594,572.857177734375,1732861494964
move,452.00006103515625,574.0,1732861494981
move,443.4285888671875,574.0,1732861494998
move,433.71429443359375,575.1429443359375,1732861495014
move,426.2857666015625,575.1429443359375,1732861495031
move,418.8571472167969,575.7142944335938,1732861495048
move,412.5714416503906,575.7142944335938,1732861495064
move,406.8571472167969,575.7142944335938,1732861495081
move,402.2857666015625,575.7142944335938,1732861495098
move,399.4285888671875,575.1429443359375,1732861495114
move,397.1429138183594,574.5714721679688,1732861495131
move,395.4285888671875,574.5714721679688,1732861495148
move,394.2857666015625,574.5714721679688,1732861495164
move,393.71429443359375,574.0,1732861495181
move,393.1429138183594,574.0,1732861495198
move,392.5714416503906,574.0,1732861495215
move,392.00006103515625,573.4285888671875,1732861495248
end,392.00006103515625,573.4285888671875,1732861495414
