Type,X,Y,Timestamp
start,730.2858276367188,399.71429443359375,1732861621111
move,729.1428833007812,400.8572082519531,1732861621161
move,728.571533203125,402.5714416503906,1732861621177
move,728.571533203125,404.2857666015625,1732861621194
move,728.0001220703125,406.5714416503906,1732861621210
move,728.0001220703125,407.1429138183594,1732861621227
move,727.4285888671875,410.00006103515625,1732861621244
move,726.2858276367188,412.8572082519531,1732861621261
move,725.1428833007812,416.8572082519531,1732861621277
move,722.857177734375,422.0000305175781,1732861621294
move,719.4285888671875,428.2857971191406,1732861621310
move,714.857177734375,438.5714721679687,1732861621327
move,708.571533203125,452.8572082519531,1732861621344
move,700.571533203125,467.71429443359375,1732861621361
move,692.0001220703125,480.8572082519531,1732861621377
move,681.7142944335938,495.71429443359375,1732861621394
move,670.857177734375,509.4285888671875,1732861621411
move,656.571533203125,524.857177734375,1732861621427
move,642.2858276367188,537.4285888671875,1732861621444
move,627.4285888671875,549.4285888671875,1732861621460
move,612.0,559.7142944335938,1732861621477
move,597.1428833007812,568.2858276367188,1732861621494
move,582.857177734375,575.1429443359375,1732861621510
move,565.7142944335938,583.7142944335938,1732861621527
move,546.857177734375,592.857177734375,1732861621544
move,523.4285888671875,603.7142944335938,1732861621560
move,500.00006103515625,613.4285888671875,1732861621577
move,475.4285888671875,623.7142944335938,1732861621594
move,452.5714416503906,631.7142944335938,1732861621611
move,432.5714416503906,637.4285888671875,1732861621627
move,412.00006103515625,643.7142944335938,1732861621644
move,389.71429443359375,651.1428833007812,1732861621661
move,366.2857666015625,657.4285888671875,1732861621677
move,345.1429138183594,663.7142944335938,1732861621694
move,326.8571472167969,668.2858276367188,1732861621711
move,309.71429443359375,671.7142944335938,1732861621727
move,294.2857666015625,673.4285888671875,1732861621744
move,280.0,676.2858276367188,1732861621761
move,262.8571472167969,680.2858276367188,1732861621777
move,213.71429443359375,702.0001220703125,1732861621794
move,199.42857360839844,706.571533203125,1732861621811
move,181.14288330078125,710.0001220703125,1732861621827
move,163.42857360839844,712.2858276367188,1732861621844
move,150.85714721679688,712.857177734375,1732861621861
move,140.5714569091797,714.0001220703125,1732861621877
move,130.28573608398438,715.7142944335938,1732861621894
move,119.42857360839844,719.1428833007812,1732861621910
move,110.85714721679688,722.571533203125,1732861621927
move,101.71428680419922,726.571533203125,1732861621944
move,94.28572845458984,730.571533203125,1732861621961
move,87.42857360839844,733.4285888671875,1732861621977
move,81.14286041259766,736.2858276367188,1732861621994
move,75.42857360839844,738.571533203125,1732861622011
move,70.28572845458984,741.4285888671875,1732861622027
move,64.5714340209961,744.2858276367188,1732861622044
move,59.42857360839844,746.571533203125,1732861622061
move,55.42857360839844,749.4285888671875,1732861622077
move,51.42857360839844,751.7142944335938,1732861622094
move,48.57143020629883,754.571533203125,1732861622111
move,45.71428680419922,756.857177734375,1732861622127
move,42.85714340209961,759.7142944335938,1732861622144
move,40.57143020629883,762.0001220703125,1732861622161
move,37.71428680419922,763.7142944335938,1732861622177
move,36.0,765.4285888671875,1732861622194
move,34.28571701049805,766.571533203125,1732861622211
move,33.14286422729492,767.7142944335938,1732861622227
move,32.0,768.857177734375,1732861622244
move,31.42857551574707,769.4285888671875,1732861622261
move,30.85714340209961,770.0001220703125,1732861622277
move,30.285717010498047,770.571533203125,1732861622294
move,29.71428680419922,771.1428833007812,1732861622310
move,29.71428680419922,771.7142944335938,1732861622361
move,30.285717010498047,771.7142944335938,1732861622377
move,30.85714340209961,771.7142944335938,1732861622405
move,32.0,771.7142944335938,1732861622427
move,32.571434020996094,771.7142944335938,1732861622444
move,33.71428680419922,771.7142944335938,1732861622461
move,34.85714340209961,771.7142944335938,1732861622477
move,35.42857360839844,771.7142944335938,1732861622494
move,36.0,771.1428833007812,1732861622511
move,36.57143020629883,771.1428833007812,1732861622544
move,37.14286422729492,771.1428833007812,1732861622577
end,37.14286422729492,771.1428833007812,1732861622601
