subject,0_corner,0_mid,50_corner,50_mid,100_corner,100_mid,150_corner,150_mid,200_corner,200_mid,250_corner,250_mid
sub1,180.92770180303438,69.59764262002751,303.33522694783807,44.2210803055528,88.76884675900754,76.14553415295684,173.3174665585968,134.1313955892485,74.47545968000686,145.41795399431766,362.9835645159915,52.07974113203909
sub2,203.6302635884648,124.52599110027523,328.480686207672,123.05007354644052,209.1705652906872,36.50288868514368,76.7621723913157,153.61557301133254,111.80576259480326,111.20151426935824,262.56675835998743,103.17980451785978
sub3,89.6354798734791,30.613667481236348,147.52944468894685,58.21616356472607,154.21251461213348,109.543727345962,186.39526031496584,72.12060661664015,172.18005825939431,105.27192215673065,263.6191290883945,125.18753380613715
sub4,225.62690319011176,142.42196105210914,227.96504731046633,123.03351436216084,127.48340883620914,151.36652705729205,347.9819244492953,67.53446681300542,141.2474106945623,193.0769630623599,2.9610451226562544,80.30564781395186
sub5,153.35355488781727,69.38532016480022,119.9682679408947,6.604103203609314,226.4579551222485,120.98223498741545,185.0034579204932,151.47915927498352,131.5430596833867,75.83508570360895,327.88146027798973,22.961436643039985
sub6,309.4348420188765,73.02133172036459,4.433495278021654,44.68611354578968,289.7049204511408,107.98385539327997,294.458828601416,113.5034368926169,292.28128105005993,138.33555517335094,15.58494105915432,97.20013337887835
