participants,0_close,0_far,0_medium,50_close,50_far,50_medium,100_close,100_far,100_medium,150_close,150_far,150_medium,200_close,200_far,200_medium,250_close,250_far,250_medium
1,4.666666666666667,0.0,0.0,1.1666666666666667,0.0,0.0,4.333333333333333,0.0,0.0,5.666666666666667,0.0,1.3333333333333333,6.0,0.0,1.3333333333333333,11.0,0.0,2.1666666666666665
2,1.0,0.0,2.6666666666666665,6.666666666666667,0.0,3.8333333333333335,5.833333333333333,0.0,4.666666666666667,8.0,0.0,4.333333333333333,4.166666666666667,0.0,6.0,9.0,0.0,6.333333333333333
3,0.0,0.0,0.0,4.166666666666667,0.0,2.5,2.5,0.0,0.0,4.166666666666667,0.0,1.6666666666666667,2.5,0.0,0.8333333333333334,1.3333333333333333,0.0,1.3333333333333333
4,2.1666666666666665,0.0,1.3333333333333333,2.1666666666666665,0.0,2.8333333333333335,8.5,0.0,1.0,4.666666666666667,0.0,3.8333333333333335,14.666666666666666,0.0,0.0,10.5,0.0,1.3333333333333333
5,5.666666666666667,0.0,2.8333333333333335,3.8333333333333335,0.0,3.3333333333333335,4.5,0.0,2.3333333333333335,6.666666666666667,0.0,3.5,8.333333333333334,3.5,1.1666666666666667,5.666666666666667,0.0,1.6666666666666667
6,4.166666666666667,0.0,0.8333333333333334,8.333333333333334,0.0,0.8333333333333334,15.5,0.0,3.1666666666666665,10.5,0.0,3.6666666666666665,5.5,0.0,3.8333333333333335,4.833333333333333,0.0,4.5
