Type,X,Y,Timestamp
start,728.0001220703125,401.4285888671875,1732860634734
move,726.2858276367188,399.1429138183594,1732860634749
move,724.571533203125,396.8572082519531,1732860634761
move,720.571533203125,391.71429443359375,1732860634778
move,717.1428833007812,385.4285888671875,1732860634794
move,714.2858276367188,377.4285888671875,1732860634811
move,712.0001220703125,368.8572082519531,1732860634828
move,708.571533203125,357.4285888671875,1732860634844
move,704.0001220703125,344.8571472167969,1732860634861
move,696.0001220703125,330.5714416503906,1732860634877
move,687.4285888671875,315.71429443359375,1732860634894
move,676,300.8571472167969,1732860634911
move,664,286.00006103515625,1732860634928
move,648.571533203125,270.00006103515625,1732860634944
move,632.571533203125,254.0000457763672,1732860634961
move,616.571533203125,238.5714569091797,1732860634978
move,599.4285888671875,223.71429443359375,1732860634994
move,580.5714721679688,208.85714721679688,1732860635011
move,561.1429443359375,194.5714569091797,1732860635028
move,541.7142944335938,181.42860412597656,1732860635044
move,521.1429443359375,168.85714721679688,1732860635061
move,500.5714416503906,157.4285888671875,1732860635078
move,479.4285888671875,146.00003051757812,1732860635094
move,456.00006103515625,135.71429443359375,1732860635111
move,440.5714416503906,129.4285888671875,1732860635128
move,417.71429443359375,120.85714721679688,1732860635144
move,395.4285888671875,111.71430206298828,1732860635161
move,373.71429443359375,103.14286804199219,1732860635178
move,351.4285888671875,94.57144927978516,1732860635195
move,330.8571472167969,87.14286804199219,1732860635211
move,310.8571472167969,81.42857360839844,1732860635228
move,290.8571472167969,76.28572845458984,1732860635245
move,272.57147216796875,71.14286804199219,1732860635261
move,256,66.57144165039062,1732860635278
move,240.00003051757812,62.57144546508789,1732860635294
move,225.71429443359375,59.14286804199219,1732860635311
move,211.42857360839844,56.28572463989258,1732860635328
move,198.2857208251953,53.42857360839844,1732860635345
move,185.71429443359375,51.14286804199219,1732860635361
move,173.71429443359375,48.85715103149414,1732860635378
move,163.42857360839844,47.14286804199219,1732860635395
move,153.71429443359375,46.000003814697266,1732860635411
move,144,45.42857360839844,1732860635428
move,134.28573608398438,44.85715103149414,1732860635444
move,125.14286804199219,44.28572463989258,1732860635461
move,116.00001525878906,43.714298248291016,1732860635478
move,107.42857360839844,43.14286804199219,1732860635494
move,100.00001525878906,42.571441650390625,1732860635511
move,92.57144165039062,41.42857360839844,1732860635528
move,85.71428680419922,41.42857360839844,1732860635544
move,79.42857360839844,40.857147216796875,1732860635561
move,72.5714340209961,41.42857360839844,1732860635578
move,65.71428680419922,41.42857360839844,1732860635595
move,58.28572082519531,41.42857360839844,1732860635611
move,51.42857360839844,41.42857360839844,1732860635628
move,46.85714340209961,41.42857360839844,1732860635644
move,42.28572082519531,41.42857360839844,1732860635661
move,39.42857360839844,41.42857360839844,1732860635678
move,37.14286422729492,41.42857360839844,1732860635694
move,34.85714340209961,41.42857360839844,1732860635711
move,33.71428680419922,41.42857360839844,1732860635728
move,32,40.857147216796875,1732860635744
move,30.85714340209961,40.28572463989258,1732860635761
move,29.71428680419922,39.71429443359375,1732860635778
move,29.71428680419922,39.14286804199219,1732860635811
end,29.71428680419922,39.14286804199219,1732860635817

End_Center_X,End_Center_Y,Target_Center_X,Target_Center_Y,Initial_X,Initial_Y,Total_Time
29.71428680419922,39.14286804199219,44.107144355773926,30.937501907348633,727.7142953872681,398.57144260406494,1294
